TRANSACTIONID,TRANSACTIONTYPE,TRANSACTIONDATE,TRANSACTIONTIME,AMOUNT,DESCRIPTION,BANKBRANCH,VIA,ACCOUNTNO,ACCOUNTSTATE,BALANCE,BENACCOUNTNO,BENACCOUNTSTATE,DESTINATIONPREVIOUSBALANCE,DESTINATIONNEWBALANCE,SOURCEPREVIOUSBALANCE,SOURCENEWBALANCE,SOURCEPHONENUMBER,DESTINATIONPHONENUMBER,FLAG
T005743,Deposit,2025-11-01,08:34:00,399,Generated transaction,BR044,Online,ACC1008273,active,4082,ACC1007801,active,2624,3023,4481,4082,6156567681,3791142271,
T005744,Transfer,2025-10-31,14:57:00,4003,Generated transaction,BR018,Online,ACC1005403,dormant,4003,ACC1005581,active,674,4677,0,4003,9168157468,2985493621,Dormant-Active
T005745,Withdrawal,2025-11-05,05:09:00,2818,Generated transaction,BR027,ATM,ACC1001038,active,879,ACC1003147,active,1637,0,3697,879,5777837861,4553757622,
T005746,Deposit,2025-11-01,17:33:00,1903,Generated transaction,BR039,Online,ACC1008861,active,3525,ACC1000937,active,341,0,1622,3525,9477947267,5152233423,Circular
T005747,Deposit,2025-11-02,03:03:00,4334,Generated transaction,BR003,Online,ACC1000826,active,0,ACC1001653,active,700,0,471,0,8523996402,4916596333,Smurfing
T005748,Transfer,2025-11-03,17:21:00,947,Generated transaction,BR015,Branch,ACC1001240,active,0,ACC1009908,active,703,1650,728,0,1578248024,2766211213,Smurfing
T005749,Deposit,2025-11-06,12:36:00,1558,Generated transaction,BR012,ATM,ACC2976147,active,2403,ACC1002437,active,2445,887,845,2403,2051056540,5176848799,High-Risk
T005750,Transfer,2025-10-31,14:13:00,1404,Generated transaction,BR018,Online,ACC1000199,active,365,ACC1002504,active,1322,2726,1769,365,5470274866,4604959208,
T005751,Deposit,2025-11-02,09:19:00,2494,Generated transaction,BR018,Branch,ACC1000953,active,3836,ACC1009309,active,1659,4153,1342,3836,5972189439,9698153479,Circular
T005752,Transfer,2025-11-01,22:18:00,3807,Generated transaction,BR018,ATM,ACC1009697,active,5339,ACC1000255,active,2897,0,1532,5339,9791194165,1800802270,
T005753,Transfer,2025-11-02,20:57:00,4524,Generated transaction,BR048,ATM,ACC1006311,active,-3857,ACC1008277,active,2786,0,667,-3857,3258418050,7398425777,Circular
T005754,Deposit,2025-11-03,14:22:00,438,Generated transaction,BR049,Branch,ACC1003697,active,2721,ACC1007272,active,763,1201,2283,2721,6773189899,2256279188,
T005755,Withdrawal,2025-11-03,09:46:00,1866,Generated transaction,BR012,ATM,ACC1007962,active,593,ACC1007867,active,1079,0,2459,593,3614342571,9331061576,Circular
T005756,Transfer,2025-11-03,21:22:00,2168,Generated transaction,BR009,Online,ACC1003931,active,0,ACC1007717,active,1346,3514,1988,0,7167677443,5604256284,Smurfing
T005757,Withdrawal,2025-11-01,14:38:00,273,Generated transaction,BR043,ATM,ACC1004742,active,2096,ACC1002542,active,2757,2484,2369,2096,4211630279,8026932664,Circular
T005758,Withdrawal,2025-11-03,07:35:00,133,Generated transaction,BR004,ATM,ACC1002782,active,1277,ACC1002625,active,605,738,1410,1277,6009452772,8226801175,Smurfing
T005759,Transfer,2025-11-04,18:08:00,3709,Generated transaction,BR041,Branch,ACC1005729,active,-3107,ACC1006455,active,2966,6675,602,-3107,2648258884,7913656971,Circular
T005760,Deposit,2025-11-06,23:30:00,1136,Generated transaction,BR050,ATM,ACC1003601,active,0,ACC1006224,active,649,0,650,0,2545326634,5969907530,Smurfing
T005761,Withdrawal,2025-11-05,02:14:00,1319,Generated transaction,BR015,Branch,ACC1009320,active,786,ACC1008993,active,2592,3911,2105,786,4672488682,1251854251,Circular
T005762,Transfer,2025-11-01,14:00:00,107,Generated transaction,BR004,Branch,ACC1004415,active,617,ACC1008619,active,448,555,724,617,5081259913,4806010109,Circular
T005763,Deposit,2025-11-04,10:16:00,4350,Generated transaction,BR007,ATM,ACC1003460,active,0,ACC1009119,active,430,4780,1314,0,4619021998,7122289607,Smurfing
T005764,Withdrawal,2025-11-03,05:56:00,1453,Generated transaction,BR024,ATM,ACC1000904,active,1874,ACC1001286,active,571,0,3327,1874,4935433389,7485994092,
T005765,Transfer,2025-10-31,13:29:00,741,Generated transaction,BR046,Branch,ACC1009346,active,5601,ACC1007835,active,1239,1980,4860,5601,4693125447,3843099167,
T005766,Deposit,2025-11-04,06:53:00,523,Generated transaction,BR020,ATM,ACC1003157,active,882,ACC1008462,active,2171,1648,1405,882,2740312027,6074802395,Smurfing
T005767,Withdrawal,2025-11-06,11:32:00,485,Generated transaction,BR018,Online,ACC1008316,active,629,ACC1001081,active,742,257,1114,629,3641155277,1062485437,Circular
T005768,Withdrawal,2025-11-03,07:42:00,563,Generated transaction,BR002,Branch,ACC1003666,active,988,ACC1001604,active,248,0,425,988,7145055812,3789044508,
T005769,Deposit,2025-11-02,13:40:00,2246,Generated transaction,BR003,Branch,ACC1004467,active,3486,ACC1008807,active,2523,4769,1240,3486,5352224266,1751530534,Circular
T005770,Transfer,2025-11-03,16:59:00,622,Generated transaction,BR049,Online,ACC1002667,active,0,ACC1003958,active,2252,1630,563,0,3208028140,2556056081,Smurfing
T005771,Deposit,2025-11-03,04:16:00,4722,Generated transaction,BR046,Branch,ACC1007235,active,36944,ACC1003948,active,915,5637,56,36944,9140925043,8834349174,Abnormal-Balance
T005772,Transfer,2025-11-01,04:54:00,4516,Generated transaction,BR028,Online,ACC1004505,active,-3045,ACC1005044,active,407,0,1471,-3045,6098932850,4026178826,Circular
T005773,Deposit,2025-11-04,11:33:00,2401,Generated transaction,BR041,Online,ACC1002335,active,12832,ACC1004266,active,2356,4757,13,12832,7760065826,3426210215,Abnormal-Balance
T005774,Deposit,2025-11-01,17:28:00,2191,Generated transaction,BR018,Branch,ACC1009711,active,412,ACC1005906,active,115,2306,2603,412,2657268071,3946451158,
T005775,Withdrawal,2025-11-03,00:37:00,179,Generated transaction,BR009,ATM,ACC1000990,active,428,ACC1009716,active,1600,1421,607,428,2810799198,4603887577,Smurfing
T005776,Deposit,2025-11-06,17:39:00,3440,Generated transaction,BR039,Branch,ACC1001351,active,5952,ACC1009035,active,2619,6059,2512,5952,7712353536,7071276261,Circular
T005777,Transfer,2025-11-03,07:35:00,4536,Generated transaction,BR021,Branch,ACC1003575,dormant,4536,ACC1003794,active,2132,0,0,4536,3198031606,8112290577,Dormant-Active
T005778,Withdrawal,2025-11-01,20:08:00,2645,Generated transaction,BR008,ATM,ACC1005835,active,359,ACC1002731,active,120,0,3004,359,8502111400,4447762818,
T005779,Withdrawal,2025-11-04,10:59:00,2926,Generated transaction,BR022,Branch,ACC1008923,active,0,ACC1002236,active,273,3199,1368,0,2454807256,7227960892,Smurfing
T005780,Withdrawal,2025-11-01,16:53:00,3373,Generated transaction,BR016,Online,ACC1002945,active,0,ACC1004647,active,2407,0,346,0,6577190143,2940743368,Smurfing
T005781,Deposit,2025-11-03,13:57:00,2660,Generated transaction,BR001,Online,ACC1008052,active,4040,ACC1008925,active,2695,5355,1380,4040,3982120037,5813690655,Circular
T005782,Deposit,2025-11-02,10:25:00,3979,Generated transaction,BR020,Branch,ACC1006646,active,0,ACC1001823,active,1379,0,132,0,2736405657,2416983837,Smurfing
T005783,Withdrawal,2025-11-06,00:50:00,766,Generated transaction,BR002,Online,ACC1005917,active,1775,ACC1005348,active,2592,1826,1009,1775,5359034353,3949068803,
T005784,Transfer,2025-11-03,22:40:00,506,Generated transaction,BR016,Branch,ACC1004842,active,360,ACC1007838,active,1896,1390,866,360,2982544301,1476505301,
T005785,Transfer,2025-11-06,15:58:00,641,Generated transaction,BR028,Online,ACC1005061,dormant,641,ACC1002190,active,810,1451,0,641,2864420625,6740712576,Dormant-Active
T005786,Transfer,2025-11-04,12:41:00,2665,Generated transaction,BR022,Online,ACC1001636,active,-345,ACC1004611,active,2938,273,2320,-345,2143558528,9842716249,Circular
T005787,Deposit,2025-10-31,08:21:00,2768,Generated transaction,BR017,ATM,ACC1001666,active,3721,ACC1006166,active,2563,0,953,3721,4323011002,4280254874,
T005788,Withdrawal,2025-11-04,08:06:00,223,Generated transaction,BR023,Branch,ACC1002689,active,0,ACC1003622,active,26,249,222,0,5184293178,1682163360,
T005789,Withdrawal,2025-10-31,16:23:00,4390,Generated transaction,BR047,Online,ACC1006986,active,-2648,ACC1007778,active,2098,0,1742,-2648,1286448823,2743446726,Circular
T005790,Withdrawal,2025-11-05,18:56:00,4448,Generated transaction,BR050,Online,ACC1006745,active,7888,ACC1008117,active,1086,5534,3440,7888,5581915410,4284389309,
T005791,Deposit,2025-11-04,18:24:00,4103,Generated transaction,BR047,Online,ACC1003781,active,0,ACC1006783,active,2392,6495,1567,0,1844180581,1062178093,Smurfing
T005792,Deposit,2025-11-02,09:48:00,938,Generated transaction,BR045,Online,ACC1009349,active,2344,ACC1000353,active,558,1496,1406,2344,3177059511,1436637851,
T005793,Transfer,2025-11-03,10:02:00,4846,Generated transaction,BR012,Branch,ACC1006171,active,0,ACC1000610,active,54,0,980,0,4825647356,2703542893,Smurfing
T005794,Withdrawal,2025-11-01,14:48:00,1937,Generated transaction,BR008,ATM,ACC1005227,active,2176,ACC1006802,active,734,0,4113,2176,1444196414,1801886112,
T005795,Deposit,2025-11-05,14:39:00,24,Generated transaction,BR046,Branch,ACC1008905,active,455,ACC1006605,active,1145,1169,479,455,5748260780,3363688395,Smurfing
T005796,Transfer,2025-11-02,10:41:00,3058,Generated transaction,BR002,Branch,ACC1000453,active,396,ACC1006426,active,1624,0,3454,396,9706262068,1165769817,
T005797,Transfer,2025-11-05,03:44:00,3411,Generated transaction,BR015,ATM,ACC1002782,active,-592,ACC1006893,active,1840,5251,2819,-592,1560953314,9425902531,Circular
T005798,Transfer,2025-11-02,16:15:00,748,Generated transaction,BR023,Online,ACC1000343,active,4736,ACC1004114,active,1987,2735,3988,4736,9515681228,5715353268,
T005799,Deposit,2025-11-06,11:26:00,738,Generated transaction,BR027,Branch,ACC1001816,active,1799,ACC1006967,active,2162,2900,1061,1799,7860445279,4547456823,
T005800,Deposit,2025-11-02,09:58:00,3436,Generated transaction,BR031,Online,ACC1006892,active,5975,ACC1002979,active,366,0,2539,5975,7330596600,3582120318,Circular
T005801,Transfer,2025-11-04,01:00:00,4212,Generated transaction,BR014,ATM,ACC1005922,active,4403,ACC1005856,active,2119,6331,191,4403,6625370152,7849969410,
T005802,Transfer,2025-11-02,10:48:00,4882,Generated transaction,BR012,Online,ACC1000941,dormant,4882,ACC1007383,active,2056,0,0,4882,9378038333,8069139061,Dormant-Active
T005803,Transfer,2025-11-05,17:10:00,4209,Generated transaction,BR049,Online,ACC1001219,dormant,4209,ACC1002376,active,2911,0,0,4209,3757124531,5926184605,Dormant-Active
T005804,Transfer,2025-10-31,01:01:00,3448,Generated transaction,BR024,Online,ACC1004083,active,0,ACC1007810,active,1246,4694,1337,0,4852217516,4520415684,Smurfing
T005805,Withdrawal,2025-11-02,05:12:00,846,Generated transaction,BR014,Online,ACC1000523,active,-558,ACC1003657,active,2293,3139,288,-558,9061467941,3173048621,Circular
T005806,Deposit,2025-10-31,02:01:00,3592,Generated transaction,BR032,ATM,ACC1000639,active,0,ACC1005410,active,1263,0,282,0,4296581565,5810749764,Smurfing
T005807,Withdrawal,2025-11-02,00:09:00,1497,Generated transaction,BR002,ATM,ACC1005513,active,5989,ACC1004301,active,2292,795,4492,5989,6667141759,8668323819,
T005808,Deposit,2025-11-06,18:28:00,3499,Generated transaction,BR049,ATM,ACC1003076,active,3939,ACC1005899,active,2300,0,440,3939,5202671318,1670540687,Circular
T005809,Transfer,2025-11-05,08:19:00,4861,Generated transaction,BR017,ATM,ACC8482897,active,-4534,ACC1009741,active,230,5091,327,-4534,4418719253,9961396619,High-Risk
T005810,Deposit,2025-11-06,22:36:00,3230,Generated transaction,BR040,Online,ACC1007669,active,3790,ACC1004920,active,2642,0,560,3790,9769872525,2233111084,
T005811,Withdrawal,2025-11-05,07:38:00,4004,Generated transaction,BR001,Branch,ACC1004005,active,8761,ACC1003924,active,470,0,4757,8761,9974385458,8238359183,
T005812,Withdrawal,2025-10-31,06:34:00,2004,Generated transaction,BR025,Online,ACC1003467,active,-1739,ACC1000897,active,1541,0,265,-1739,3506023341,3468123887,Circular
T005813,Transfer,2025-10-31,11:30:00,14,Generated transaction,BR034,Branch,ACC1009544,active,4187,ACC1001926,active,959,945,4201,4187,7980840817,5827400465,
T005814,Transfer,2025-10-31,17:29:00,4315,Generated transaction,BR030,Branch,ACC1008020,active,6689,ACC1003356,active,1850,0,2374,6689,7385745017,6541708638,
T005815,Deposit,2025-11-04,11:46:00,4132,Generated transaction,BR032,Branch,ACC1008227,active,5211,ACC1007984,active,2247,6379,1079,5211,3459191537,1247533405,Circular
T005816,Transfer,2025-11-02,03:53:00,4731,Generated transaction,BR038,Online,ACC1009175,active,7803,ACC1008734,active,2215,6946,3072,7803,1804012484,3095203699,
T005817,Deposit,2025-11-03,16:51:00,3093,Generated transaction,BR043,ATM,ACC1009517,active,195,ACC1004810,active,436,0,3288,195,3429795400,3494695988,
T005818,Transfer,2025-11-04,10:52:00,766,Generated transaction,BR038,Branch,ACC1009763,dormant,766,ACC1004369,active,1013,247,0,766,9837455600,3841236701,Dormant-Active
T005819,Withdrawal,2025-11-03,23:27:00,237,Generated transaction,BR016,Online,ACC1004758,active,2238,ACC1005408,active,445,682,2001,2238,7054811399,2092804992,
T005820,Deposit,2025-11-02,06:07:00,1152,Generated transaction,BR036,Branch,ACC1006514,active,0,ACC1004279,active,369,1521,468,0,1935353117,6096365845,
T005821,Withdrawal,2025-10-31,22:07:00,1854,Generated transaction,BR018,ATM,ACC1008800,active,0,ACC1004006,active,2210,4064,864,0,6720244650,5726871976,Smurfing
T005822,Withdrawal,2025-11-05,06:11:00,1608,Generated transaction,BR002,Branch,ACC1005313,active,0,ACC1000696,active,580,2188,884,0,8015110009,2709953609,Smurfing
T005823,Transfer,2025-11-05,11:24:00,2272,Generated transaction,BR022,ATM,ACC1007045,active,3399,ACC1001453,active,205,2477,1127,3399,4534634443,8722464680,
T005824,Withdrawal,2025-11-03,08:50:00,4670,Generated transaction,BR004,Online,ACC1005017,active,0,ACC1005328,active,2832,0,209,0,4661390549,6948666433,Smurfing
T005825,Transfer,2025-11-02,01:35:00,3695,Generated transaction,BR027,Branch,ACC1009439,dormant,3695,ACC1003741,active,2075,0,0,3695,1166408162,4411836935,Dormant-Active
T005826,Transfer,2025-11-02,00:50:00,213,Generated transaction,BR023,Branch,ACC1009545,active,4333,ACC1005602,active,2418,2205,4120,4333,2610572608,2159828611,
T005827,Deposit,2025-11-05,09:42:00,4917,Generated transaction,BR039,Branch,ACC1006370,active,0,ACC1000969,active,2137,7054,4035,0,3621304823,2538468793,
T005828,Deposit,2025-10-31,12:05:00,3092,Generated transaction,BR029,ATM,ACC1009600,active,0,ACC1008675,active,1002,0,2624,0,2105925810,8709956366,
T005829,Transfer,2025-11-03,22:34:00,1017,Generated transaction,BR012,Branch,ACC1008249,active,0,ACC1009422,active,359,1376,262,0,5579814495,7765783263,Smurfing
T005830,Deposit,2025-11-01,15:44:00,4114,Generated transaction,BR011,Online,ACC2976147,active,4670,ACC1007270,active,1374,5488,556,4670,6785848791,2350455204,High-Risk
T005831,Transfer,2025-11-03,00:41:00,3445,Generated transaction,BR042,Online,ACC1000990,active,0,ACC1000987,active,75,3520,1341,0,6956981021,9608173685,Smurfing
T005832,Transfer,2025-11-02,16:26:00,4329,Generated transaction,BR050,Online,ACC1003378,active,8750,ACC1008530,active,2305,0,4421,8750,3274255905,9932842959,
T005833,Transfer,2025-11-05,00:47:00,1500,Generated transaction,BR013,ATM,ACC1002472,active,1369,ACC1003231,active,2203,3703,2869,1369,3601232996,7467584109,
T005834,Deposit,2025-11-01,02:46:00,1731,Generated transaction,BR002,ATM,ACC1000406,active,0,ACC1000385,active,2368,637,1570,0,1949444336,6186948656,
T005835,Transfer,2025-11-04,00:55:00,1696,Generated transaction,BR033,Branch,ACC1006078,active,1742,ACC1001035,active,2067,371,3438,1742,1493356310,6885573854,
T005836,Withdrawal,2025-11-03,03:36:00,957,Generated transaction,BR006,ATM,ACC1001001,active,1200,ACC1001964,active,2189,3146,2157,1200,9629138242,5216195493,Circular
T005837,Withdrawal,2025-11-03,09:08:00,2464,Generated transaction,BR044,ATM,ACC1008318,active,0,ACC1009089,active,403,2867,1205,0,5176523301,5212422287,Smurfing
T005838,Withdrawal,2025-10-31,18:28:00,1622,Generated transaction,BR004,Online,ACC1005323,active,0,ACC1007003,active,2509,887,132,0,2972998017,6705150346,Smurfing
T005839,Withdrawal,2025-11-06,07:21:00,4037,Generated transaction,BR034,ATM,ACC1002071,active,-2697,ACC1002066,active,339,0,1340,-2697,1855249049,5772675351,Circular
T005840,Transfer,2025-11-05,15:01:00,446,Generated transaction,BR046,ATM,ACC6970109,active,65,ACC1002892,active,1039,593,511,65,8207050623,2592025763,High-Risk
T005841,Withdrawal,2025-11-05,08:18:00,3423,Generated transaction,BR004,Branch,ACC1009826,active,0,ACC1006085,active,1622,0,3388,0,5376347881,5804344705,
T005842,Transfer,2025-11-04,05:59:00,352,Generated transaction,BR029,ATM,ACC1009107,dormant,352,ACC1008787,active,1398,1750,0,352,2689728588,1145016784,Dormant-Active
T005843,Transfer,2025-11-05,05:05:00,1718,Generated transaction,BR001,ATM,ACC1002903,active,0,ACC1005410,active,1147,0,1003,0,3120193511,4339319641,Smurfing
T005844,Withdrawal,2025-11-06,19:40:00,1230,Generated transaction,BR008,Branch,ACC1005484,active,-1025,ACC1007011,active,322,1552,205,-1025,9720285799,7290823396,Circular
T005845,Withdrawal,2025-10-31,04:44:00,1366,Generated transaction,BR005,ATM,ACC1003636,active,41,ACC1001867,active,2044,3410,1407,41,1491261905,2456300441,Smurfing
T005846,Transfer,2025-11-01,12:43:00,3601,Generated transaction,BR028,Online,ACC1007577,active,0,ACC1002739,active,1870,0,2807,0,8350146545,4347058218,
T005847,Withdrawal,2025-11-04,09:41:00,1567,Generated transaction,BR043,Online,ACC1001841,active,2598,ACC1002658,active,2299,3866,4165,2598,2245937128,4738071820,
T005848,Transfer,2025-11-05,13:08:00,2728,Generated transaction,BR025,Online,ACC1004168,active,-198,ACC1000104,active,690,0,2530,-198,5648971814,4075270913,Circular
T005849,Deposit,2025-11-02,20:15:00,2553,Generated transaction,BR021,Online,ACC1005553,active,0,ACC1000032,active,2714,161,1269,0,9356405278,9811527399,
T005850,Withdrawal,2025-11-06,02:19:00,2876,Generated transaction,BR033,Branch,ACC1000659,active,0,ACC1006420,active,1964,0,1792,0,1631908562,8707604670,
T005851,Transfer,2025-11-03,11:19:00,1419,Generated transaction,BR029,Online,ACC1001531,active,2513,ACC1003920,active,728,0,3932,2513,2218352819,1251944255,
T005852,Transfer,2025-11-05,00:18:00,634,Generated transaction,BR041,Online,ACC1007694,active,-501,ACC1008024,active,1750,2384,133,-501,1270597733,5882185374,Circular
T005853,Deposit,2025-11-06,03:17:00,1946,Generated transaction,BR033,Branch,ACC1005045,active,0,ACC1008046,active,1275,0,1351,0,4805990411,9656531019,
T005854,Withdrawal,2025-11-05,15:34:00,4618,Generated transaction,BR030,Branch,ACC1002027,active,-2307,ACC1006068,active,1530,0,2311,-2307,4348701865,6219539277,Circular
T005855,Withdrawal,2025-10-31,16:26:00,653,Generated transaction,BR024,Online,ACC1008047,active,0,ACC1004681,active,1926,2579,583,0,4704295600,6436844388,Smurfing
T005856,Withdrawal,2025-11-01,08:11:00,4646,Generated transaction,BR020,ATM,ACC1004393,active,0,ACC1008920,active,489,5135,993,0,8175056058,8787882617,Smurfing
T005857,Deposit,2025-11-06,12:16:00,117,Generated transaction,BR033,Online,ACC1004352,active,2634,ACC1003270,active,324,441,2517,2634,6887507644,8747070476,
T005858,Transfer,2025-10-31,18:55:00,2598,Generated transaction,BR038,ATM,ACC1005491,active,0,ACC1005278,active,2099,0,1142,0,2567799514,5926352802,Smurfing
T005859,Transfer,2025-11-02,12:27:00,3996,Generated transaction,BR040,Branch,ACC1000026,active,-1769,ACC1001692,active,358,4354,2227,-1769,1728170791,6133074059,Circular
T005860,Withdrawal,2025-11-04,15:44:00,3701,Generated transaction,BR015,ATM,ACC4659300,active,-3104,ACC1002750,active,2947,0,597,-3104,6655329343,6097859756,High-Risk
